Company,Industry,Location,Description,URL
太洋物産株式会社,Trading company industry company,"Headquarters Address: Hyogo Prefecture Kobe City Chuo-ku, Northern Naumi Naumi 5th-chome 10th",Comprehensive trading companies that export Japanese manufacturer's electronics to overseas,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/9e82b574-55fa-4e75-82d1-7ee8fac7a85f
大和実業株式会社,Trading company industry company,Headquarters Address: Hyogo Prefecture Kobe City Chuo-municipality 79 Japanese Building,Company that trades tools and cosmetics focusing on paper products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/ed030e33-24ff-47a4-8204-f56f279a2389
フジグレース株式会社,Trading company industry company,Headquarters Address: Hyogo Prefecture Kobe City Daisen Daiwa-cho 4-chome No. 12 (Fuji Grace 1st floor),Company that conducts trade business focusing on chemicals,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/03689770-107a-420e-85f7-091742fbbce9
株式会社ＶＡＬＬＥＹＨＩＬＬ,Trading company industry company,Headquarters Address: Hyogo Prefecture Kobe City Higashi-Ward Division 6-chome 9th,Company that purchases and exports transport equipment such as commercial tracks,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/24036e63-76eb-4300-9420-0c6c3556d400
コスモ貿易株式会社,Trading company industry company,Headquarters Address: Hyogo Prefecture Kobe City Nishi Ward Akiba 48 48 48,Company that conducts trade and wholesale focusing on daily goods,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/7a45aa05-ac84-4260-8e0f-7f9a6eeeb1fa
有限会社やまもと商事,Trading company industry company,"Headquarters Address: Hyogo Prefecture Kobe City, Kashiwa-ku, Kashiwa-ku, Kuwa-ku, Kuwa-ku",Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8968c08a-bc63-4740-b2cf-e6485e64df66
森田トレーディング株式会社,Trading company industry company,Headquarters Address: Hyogo Prefecture Takarazuka Mountain Headdo 2-chome 10th No. 10,Company manufacturing pet supplies such as tower and pet house,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/c9b132f7-2507-47c8-9c7e-e778ada907e0
三共エキスポート株式会社,Trading company industry company,Headquarters Address: Hyogo Prefecture Tamba Sakiyama City Sakamoto 321st 5,Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/8756fb61-3cef-4bc6-8b6b-1af4cb0a6d22
有限会社マラージュトレーデング,Trading company industry company,Headquarters Address: Ibaraki Prefecture Higashi-Ibaraki-gun Ibaraki Town Bird Bird Haneda 273,Companies who do food products and wholesale,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/476895cf-944a-41d1-ba0f-b09cc7a30b15
株式会社シンプルジャパン,Trading company industry company,Headquarters Address: Ibaraki Prefecture Mito City Sakimacho 4343,Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/9a9a5ea7-8ef6-43b5-8d03-0a1e4dc605d2
筑波国際交易有限会社,Trading company industry company,Headquarters Address: Ibaraki Prefecture Tsukuba City Oginaki 303st 19,Company that trade furniture and fixtures,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/ef83f3df-ef5c-4914-b281-0bde4f4f13f2
株式会社ジーグ,Trading company industry company,Headquarters Address: Ibaraki Prefecture Tsukuba City Takumahara 1-chome 5th 28,Company that trade for daily goods miscellaneous goods,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/7ce80e35-c7ec-4558-9d43-49b6222a3270
有限会社竹山,Trading company industry company,Headquarters Address: Ibaraki Prefecture Ushiku City Hitachi Nohon East 4-chome 155,A company that is trading wood,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/2ec4c485-3faf-4c1c-a1b3-87f32abb36c8
平安ネット株式会社,Trading company industry company,"Headquarters Address: Ichikawa-shi, Chiba Prefecture Ichikawa 1-chome 21th Claire City River 2F","Domestic wholesale and overseas import and export months, and companies doing international trade",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/359432aa-fb78-4ff6-8eed-2e43bca64c8d
株式会社ラヴァン,Trading company industry company,"Headquarters Address: Isehara City, Isehara City, Kanagawa Prefecture Isehara 3-chome No.1",Company handling food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/adf4acb6-5a4b-4891-b1bb-fc03536a560e
南日貿易株式会社,Trading company industry company,"Headquarters Address: Kagoshima City, Kagoshima Prefecture 2173",A company handling wood and pulp trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/7ea85517-202a-462c-8917-4c830988c8c1
株式会社マサユキ商会,Trading company industry company,"Headquarters Address: Kamagaya City, Chiba Prefecture Minami-Hatsumi 4-chome No. 31 No. 31",Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/1381d0ea-1bb9-41ce-b72c-ef550a9acc32
大商企業株式会社,Trading company industry company,"Headquarters Address: Kamakura City, Kanagawa Prefecture Launch 1-chome 25-23 Tokyo Building 3F","Management of tavern ""Chikara Bar"" and company carrying food trade",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/2dee2082-9ec5-4ff1-94c7-099fc78de193
湘南グローバルコーポレーション株式会社,Trading company industry company,Headquarters Address: Kanagawa Prefecture Fujisawa City Shonandai 1-chome 6th No. 7,Company that export income such as synthetic bark raw materials and consumer goods,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/5e4ee572-b906-41d5-adef-6e978c7ed3a9
株式会社四季,Trading company industry company,Headquarters Address: Kanagawa Prefecture Kamakura City Nikaido 2,A company that operates a trading company responsible for trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/45b50509-3273-4f1e-94e1-472fef3edf94
株式会社フォー・コーポレーション,Trading company industry company,Headquarters Address: Kanagawa Prefecture Kamakura City Yurihama 3-chome No. 44,"A company that handles wholesale such as aquarium product, toy and confectionery",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/3c041fc0-88c3-4409-89db-48f1ad59bef2
ユニテック株式会社,Trading company industry company,Headquarters Address: Kanagawa Prefecture Sorinomi-shi Kokubunji Temple 5-chome No. 1 No. 9,Company doing machine trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/74b0cf51-1adf-4a2b-a816-d00e824185b3
有限会社アークマリンサービス,Trading company industry company,Headquarters Address: Kanagawa Prefecture Yokohama City Kanagawa Ward Kanagawa 2-chome 9th 3SS Building,Company that sells ship parts and machine parts,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/879554f9-bc3f-4aa1-9b3a-ec9ce773aa4d
株式会社グローバル,Trading company industry company,Headquarters Address: Kanagawa Prefecture Yokohama City Konan Ward Haru South Town 8-chome No. No. No. 5,Companys that operate overseas rubber products and food import and nursing care facilities,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/6aeeb52c-971d-455e-bac6-301fcd31d6f5
サイトウインターナショナル株式会社,Trading company industry company,Headquarters Address: Kanagawa Prefecture Yokohama City Nishi Ward 2-chome No. 11 No. 2,Company doing fiber trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/74e3220b-9b7e-4dca-baa8-294ff1ca9d72
ＪＡＰＡＮ　ＢＥＡＵＴＹ　ＬＡＢ株式会社,Trading company industry company,Headquarters Address: Kanagawa Prefecture Yokohama City Tsurumi Ward Market Fujimi-cho 4th No. 12-1,Company that exports Japanese products and consulting with it,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/479ba234-e835-48dc-bf61-54c128c8b825
有限会社シーワィイー,Trading company industry company,Headquarters Address: Kanagawa Prefecture Yokohama City Tsuzuki Ward South 4-chome No. 26 7th,Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/478cc47e-556f-422f-a6ed-5d0d10a4ec88
日本デービス株式会社,Trading company industry company,Headquarters Address: Kanagawa Prefecture Yokosuka City Sakuragaoka 1-chome No. 14 No. 4,Company that trade for electronic parts and electronic devices,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/d810fd9f-6ec0-45dc-a8ab-3c5c3d833f8a
株式会社ＩＧＣ,Trading company industry company,"Headquarters Address: Kanda Toyama-cho, Chiyoda Ward, Tokyo 9-3-3F",Companies that provide environmental business consulting and human resource introduction,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/4b5add9e-bc43-436b-b7b6-384fd41d66ce
株式会社アーチ,Trading company industry company,"Headquarters Address: Kasu City, Saitama Prefecture Hiroma 95",Company that sells clean room consumables etc,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/4458a29c-57de-4219-a6af-f2dc180522d2
有限会社一会,Trading company industry company,"Headquarters Address: Kasugai City, Aichi Prefecture 1-chome 3rd Casa Central 202",Company handling precious metals and jewelry trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/01a77048-2e4c-40e8-882e-7ed164afb2b5
株式会社アクションジャパン,Trading company industry company,"Headquarters Address: Katori Katori, Chiba Prefecture 2148","Overseas trade and web sale, company consulting",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/7c852933-67a9-4e38-864e-efc07a7e579b
恒豊商事株式会社,Trading company industry company,"Headquarters Address: Kawaguchi City, Saitama Prefecture 3-chome 11th No. 15 No. 201",Company carrying non-ferrous metal trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/91b46906-52e2-499e-97d8-df0828d1c66d
株式会社サンランド,Trading company industry company,"Headquarters Address: Kawaguchi City, Saitama Prefecture 3-chome 2-20-403",Company that conducts international trade of building materials,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/5020c754-9622-4751-bf6c-12392dc15e4c
株式会社北京物産,Trading company industry company,"Headquarters Address: Kawaguchi City, Saitama Prefecture Nishikawa Exit 5-chome No. 3",Company doing trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/520cc52d-e527-41ba-ba49-b6f6216fccad
株式会社コーケンフーズ,Trading company industry company,"Headquarters Address: Kawasaki City, Kanagawa Prefecture Kawasaki Ward Nakajima 1-chome No. 25 No. 25",Company carrying up and wholesale of fluffy,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/71d0d203-3b31-4484-b1d9-6863543276de
小野商工株式会社,Trading company industry company,"Headquarters Address: Kiryu City, Gunma Prefecture, Kiryu City, Gomacho, 33th, 1",Company doing textile trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/15e96b96-44b1-4ad1-8d8b-92466d752a05
プロップ貿易株式会社,Trading company industry company,"Headquarters Address: Kita Ward, Nagoya City, Aichi Prefecture",Company that trade equipment,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/ba35eb0b-0cf1-4675-a223-8c7cbe70862c
東和電業株式会社,Trading company industry company,"Headquarters Address: Kitagawa 3-chome, North Kogawa-ku, Tokyo",A company that performs wholesale of lighting fixtures such as light bulbs,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/ba6590cd-9972-4ac6-9f8c-48530490b556
有限会社東洋通商,Trading company industry company,"Headquarters Address: Kiyosu City, Aichi Prefecture 114",Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/722b1258-d007-480a-a08a-d350259e1f2a
ＡＰＥＴ国際貿易株式会社,Trading company industry company,"Headquarters Address: Kobe City, Hyogo Prefecture Chuo-ku, Hachimani 3-chome No. 5",Companies that trade steel products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/c41ec332-e4a3-4362-8a6a-7ada4f1727a6
パンアジア通商株式会社,Trading company industry company,"Headquarters Address: Kobe City, Hyogo Prefecture Chuo-ku, Town 1-chome No. 5","Companies to trade in Kobe City, Hyogo Prefecture",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/fc4e503c-1e9f-49fb-8d10-929b09f1befd
株式会社輸入食品,Trading company industry company,"Headquarters Address: Kobe-ku, Hyogo Prefecture Kita-ku, Hachiyodai 2-chome of 5",Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/20c30cb2-ff6b-4cca-9892-8da714d9fda2
有限会社ビービー貿易,Trading company industry company,"Headquarters Address: Kobe-ku, Kobe, Hyogo Prefecture, Kita-ku, Kita-ku",Companies that import imports and wholesale and stationery for all horticultural materials,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/fbea7570-9fd6-4b1c-9e76-2ee4360b9615
有限会社石田商事,Trading company industry company,Headquarters Address: Kochi Kochi Haruno Haruoka 1623,Company that trade for daily necessities and miscellaneous goods,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/ae6b126d-739d-47a3-ae6d-bd2e08da7d57
イチバン貿易有限会社,Trading company industry company,"Headquarters Address: Kofu City Kofu City, Yamanashi Prefecture No.1 No. 13",Company that trade precious metals and gems,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/ef3951dd-c3de-4ccd-b93a-33de93a3f042
株式会社メッツコーポレーション,Trading company industry company,"Headquarters Address: Koh Sakasaka, Morte-ku, Tokyo 8th 37","Companies that carry out trade duties, recycling operations and coolant manufacturing business",https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/ff11f3d3-7449-404e-a62a-6ef958302c74
有限会社フーズ埼玉,Trading company industry company,"Headquarters Address: Kohoka 2-chome 8th, Koh Sakata, Tokyo",Company doing food trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/ccb91a2a-2acb-4a34-a3d9-56ffe98b4951
株式会社振興商事,Trading company industry company,"Headquarters Address: Koishino City, Chiba Prefecture 1-chome No. 6 No. 1",Company that imports marine products,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/ae70dcb9-5073-4886-8a76-52dbe487d995
株式会社テクトラ北陸,Trading company industry company,"Headquarters Address: Komatsu City, Ishikawa Prefecture Nishi Kai-cho 4-chome 188",A company handling trading company operation and trade,https://baseconnect.in/companies/keyword/2a970ee1-15a7-45e0-b1eb-37e738712447/companies/b576b08a-b69f-4f04-98be-0d52f7a1673d
